_chiffre	freqfilm	freqlivre
44/91	0.05	0.00
440	0.21	0.07
441	0.05	0.00
442	0.21	0.00
443	0.32	0.00
444	0.48	0.14
444ème	0.11	0.00
445	0.11	0.00
445529	0.05	0.00
447	0.05	0.00
44771	0.05	0.00
448	0.11	0.00
44e-8e	0.05	0.00
44e	0.32	0.20
44ème	0.21	0.00
45-20	0.05	0.00
45-46	0.00	0.07
45-72	0.05	0.00
45 000	0.32	0.00
45 3	0.05	0.00
45 782	0.05	0.00
45 84 32 53	0.05	0.00
45	19.41	7.57
45,6	0.05	0.00
45.000	0.05	0.00
45°	0.37	0.00
450 000	0.11	0.00
450	1.22	0.20
450.000	0.05	0.00
450.400	0.05	0.00
4500	0.48	0.07
45000	0.05	0.00
450000	0.05	0.00
451	0.11	0.00
452	0.05	0.00
45386	0.05	0.00
454-8000	0.05	0.00
454-9554	0.05	0.00
454	0.11	0.00
4543	0.05	0.00
455	0.11	0.07
456	0.05	0.00
456.855	0.11	0.00
457-02	0.05	0.00
457	0.16	0.07
4574	0.21	0.00
4575	0.05	0.00
458	0.05	0.20
459	0.05	0.00
45e	0.05	0.07
45ème	0.27	0.00
46-964	0.05	0.00
46 1	0.05	0.00
46 7n	0.05	0.00
46	3.14	1.76
46.000	0.05	0.00
460 000	0.05	0.00
460	0.11	0.00
4600	0.05	0.00
461 0192	0.05	0.00
461	0.11	0.00
462	0.05	0.00
463	0.05	0.00
466	0.11	0.00
4667	0.05	0.00
467	0.21	0.07
46751	0.16	0.00
468	0.00	0.07
469-6151	0.05	0.00
469	0.11	0.14
46e	0.05	0.07
46ème	0.16	0.00
47-20	0.05	0.00
47-b	0.05	0.00
47 000	0.05	0.00
47	5.43	5.20
47,80	0.00	0.07
47.2	0.05	0.00
47°	0.05	0.00
47€	0.05	0.00
470	0.11	0.07
47000	0.05	0.00
470000	0.00	0.14
471-4421	0.05	0.00
471	0.00	0.07
4711	0.05	0.00
472	0.11	0.00
4722	0.05	0.00
473	0.05	0.00
474	0.00	0.07
4747	0.05	0.00
475-2598	0.05	0.00
475 000	0.16	0.00
475	0.21	0.00
4766	0.00	0.07
478	0.11	0.07
479 001 600	0.00	0.07
479	0.00	0.07
47e	0.05	0.00
47ème	0.37	0.00
47s	0.05	0.00
48'	0.00	0.07
48-49	0.00	0.07
48-74-39-20-11-79-22-91	0.05	0.00
48 1	0.11	0.00
48	10.21	3.11
48°	0.11	0.00
480	0.21	0.27
4800	0.21	0.00
48000	0.11	0.00
482	0.05	0.00
4821 4.5	0.05	0.00
4823	0.05	0.00
483	0.21	0.07
484	0.05	0.00
48423.2	0.05	0.00
485 000	0.11	0.00
485/8	0.05	0.00
486 9580	0.05	0.00
486	0.21	0.00
487	0.05	0.00
48721	0.11	0.00
489	0.05	0.00
48e	0.11	0.07
48ème	0.32	0.00
48h	0.59	0.00
49-50	0.00	0.07
49 000	0.05	0.00
49	2.93	1.49
49,50	0.05	0.00
49,90	0.00	0.07
49,95	0.11	0.00
49.48.n	0.00	0.07
49°	0.05	0.00
490	0.16	0.00
4900	0.11	0.00
491	0.11	0.00
492 000	0.05	0.00
492	0.05	0.00
493	0.16	0.00
4968	0.05	0.00
499	0.05	0.00
49e	0.21	0.20
49ème	0.11	0.00
49ers	0.11	0.00
4a	0.16	0.07
4b	0.69	0.00
4c	0.11	0.00
4c3	0.05	0.00
4d	0.05	0.00
4é	0.16	0.00
4e	4.15	1.28
4eb	0.00	0.14
4eme	0.05	0.00
4ème	7.13	0.00
4èmes	0.05	0.00
4f	0.05	0.00
4h	2.66	0.00
4h30	0.90	0.00
4h45	0.11	0.00
4h50	0.05	0.00
4h59	0.05	0.00
4jours	0.21	0.00
4juillet	0.05	0.00
4l	0.00	0.07
4m	0.05	0.00
4mn	0.05	0.00
4oo	0.11	0.00
4p	0.05	0.00
4x4	1.54	0.00
4yya	0.00	0.07
5'	0.16	0.00
5-	0.05	0.00
5-0-5-7	0.11	0.00
5-0	0.21	0.00
5-1	0.11	0.00
5-11	0.00	0.07
5-14	0.00	0.07
5-4-4	0.05	0.00
5-4-5	0.05	0.00
5-4	0.05	0.34
5-5-5-l-o-v-e	0.05	0.00
5-5	0.05	0.00
5-6-8	0.05	0.00
5-6	0.11	0.00
5-7-10	0.05	0.00
5-7-2-4-1	0.05	0.00
5-8	0.00	0.07
5-9	0.05	0.00
5 000 000	0.11	0.00
5 000	7.55	0.74
5 000..	0.05	0.00
5 003	0.05	0.00
5 040	0.00	0.07
5 1	0.11	0.07
5 17	0.05	0.00
5 1ème	0.05	0.00
5 300	0.00	0.07
5 426	0.05	0.00
5 50	0.05	0.00
5 500	0.27	0.00
5 570	0.05	0.00
5 600	0.05	0.07
5 700	0.00	0.07
5 802	0.00	0.07
5 923,76	0.05	0.00
5	145.64	22.09
5,00	0.11	0.00
5,000	0.16	0.00
5,000,000	0.05	0.00
5,12	0.00	0.07
5,2	0.11	0.00
5,3	0.00	0.07
5,4	0.11	0.00
5,5	0.16	0.07
5,5m	0.05	0.00
5,7	0.05	0.00
5,90	0.05	0.00
5,99	0.05	0.00
5..	0.11	0.00
5...4	0.05	0.00
5.0	0.21	0.00
5.0..	0.05	0.00
5.00	0.05	0.00
5.000'	0.05	0.00
5.000	1.22	0.00
5.1. ..	0.05	0.00
5.3	0.05	0.00
5.3.e	0.00	0.07
5.50	0.05	0.00
5.6	0.05	0.00
5.75	0.16	0.00
5.7m	0.05	0.00
5.8	0.16	0.00
5.9.w	0.00	0.07
5/01	0.05	0.00
5/10	0.05	0.00
5/2	0.05	0.00
5/28	0.00	0.07
5/5	0.43	0.00
5/8	0.05	0.00
5/8ème	0.05	0.00
5:32."	0.05	0.00
5£	0.05	0.00
5°	0.16	0.00
50-	0.11	0.00
50-50	0.74	0.00
50-50.50-	0.05	0.00
50-60	0.05	0.00
50 000	7.39	0.34
50 50	0.00	0.07
50	67.13	6.76
50"	0.05	0.00
50"%"	0.05	0.00
50$	0.05	0.00
50%	0.05	0.00
50%s	0.05	0.00
50,000	0.43	0.00
50..	0.05	0.00
50.000	1.38	0.00
50/	0.05	0.00
50/50	0.64	0.00
50°	0.16	0.00
500 000	3.46	0.34
500	27.82	2.57
500$	0.05	0.00
500,000	0.16	0.00
500.000	0.48	0.00
500+	0.05	0.00
5000	6.17	0.61
50000	2.39	0.95
500000	0.96	0.41
5000000001	0.05	0.00
5001	0.05	0.00
500g	0.16	0.00
500m	0.11	0.00
501	0.05	0.14
501e	0.05	0.00
501ème	0.11	0.00
502	0.05	0.00
502ème	0.11	0.00
503	0.11	0.00
503ème	0.05	0.00
504	0.37	0.61
505	0.05	0.00
5057	0.11	0.00
506	0.11	0.00
506e	0.16	0.00
506ème	0.27	0.00
507	0.37	0.07
5076	0.05	0.00
50774	0.05	0.00
508	0.16	0.00
509	0.11	0.00
50a	0.05	0.00
50é	0.05	0.00
50è	0.05	0.00
50e	0.11	0.07
50eme	0.05	0.00
50ème	0.48	0.00
50g	0.05	0.00
50m	0.16	0.00
51-52	0.00	0.14
51 1 6	0.05	0.00
51 1	0.05	0.00
51 2	0.05	0.00
51 7	0.16	0.00
51	3.35	1.42
51,6	0.05	0.00
51°	0.05	0.00
510 000	0.05	0.00
510	0.32	0.00
5102 1717 8118 6554	0.05	0.00
511	0.21	0.00
512	0.00	0.68
51224	0.05	0.00
513	0.05	0.00
514	0.11	0.00
5143690	0.05	0.00
515	0.05	0.07
516	0.00	0.07
517 857	0.11	0.00
519	0.21	0.00
51ème	0.21	0.00
52-	0.05	0.00
52-0	0.05	0.00
52 000	0.05	0.00
52	3.51	1.15
52,50	0.11	0.00
52,75	0.05	0.00
52.31.n	0.00	0.07
52°	0.05	0.00
520	0.00	0.14
52000	0.00	0.07
5205	0.05	0.00
521	0.11	0.00
522	0.05	0.14
523	0.11	0.00
5241	0.11	0.00
525	0.11	0.00
526	0.05	0.00
527	0.05	0.00
528	0.05	0.00
529b	0.05	0.00
52e	0.05	0.00
52ème	0.05	0.00
52o	0.05	0.00
53-	0.05	0.00
53	1.86	0.95
53,95	0.05	0.00
53.28.n	0.00	0.14
530	0.05	0.00
531	0.11	0.00
532	0.11	0.00
5326	0.05	0.00
534	0.05	0.00
53467	0.05	0.00
5350875	0.05	0.00
536,29	0.05	0.00
537-29	0.05	0.00
537	0.11	0.00
5388	0.11	0.00
53922	0.05	0.00
53999	0.05	0.00
53e	0.16	0.00
53ème	0.16	0.00
54-90	0.05	0.00
54 000	0.05	0.00
54	2.87	1.15
54,90	0.05	0.00
54.000.601	0.05	0.00
540	0.16	0.07
542	0.16	0.14
54229	0.05	0.00
543	0.05	0.00
5436	0.05	0.00
544 90 00	0.00	0.07
544	0.05	0.00
545-1	0.05	0.00
545	0.05	0.00
5450	0.05	0.00
546,23	0.05	0.00
548	0.00	0.07
54e	0.16	0.14
54ème	0.11	0.00
55-52	0.05	0.00
55-56	0.00	0.07
55 000	0.21	0.00
55	3.67	1.55
55..	0.05	0.00
55.3n	0.00	0.07
550 000	0.05	0.00
550	0.27	0.14
5500	0.11	0.14
5500$	0.05	0.00
55000	0.05	0.14
552-12	0.05	0.00
552	0.05	0.00
553	0.16	0.00
554	0.05	0.07
555-	0.11	0.00
555-00-01	0.05	0.00
555-0123	0.05	0.00
555-0156	0.05	0.00
555-0199	0.05	0.00
555-1111	0.05	0.00
555-2131	0.05	0.00
555-2160	0.05	0.00
555-24-01	0.05	0.00
555-2462	0.05	0.00
555-3535	0.05	0.00
555-4421	0.05	0.00
555-4810	0.11	0.00
555-7600	0.05	0.00
555-7876	0.05	0.00
555-9861	0.05	0.00
555 1 2 26	0.05	0.00
555 11 11	0.05	0.00
555 2130	0.05	0.00
555 231 0	0.05	0.00
555 34 64	0.05	0.00
555 381 2	0.05	0.00
555 64 21	0.05	0.00
555 9175	0.05	0.00
555 93 23	0.05	0.00
555	0.43	0.47
555.81	0.05	0.00
555.87	0.05	0.00
557	0.05	0.00
559ème	0.05	0.00
55e	0.05	0.00
56-52	0.05	0.00
56	2.34	0.74
56/2	0.00	0.07
560	0.11	0.20
562	0.05	0.07
5636	0.05	0.00
5639	0.05	0.00
564	0.05	0.00
5642	0.05	0.00
56472	0.05	0.00
565	0.05	0.00
568	0.05	0.00
56844.9	0.05	0.00
56e	0.00	0.14
56ème	0.11	0.00
57-19	0.16	0.00
57-67	0.00	0.07
57	2.77	1.35
57,5	0.00	0.07
57,7	0.05	0.00
57/	0.05	0.00
570	0.00	0.07
5700	0.05	0.00
571	0.05	0.00
572	0.11	0.00
573	0.00	0.07
573/8	0.05	0.00
5732	0.05	0.00
5739	0.05	0.00
575	0.05	0.00
576	0.00	0.07
578e	0.00	0.07
579-b	0.05	0.00
57e	0.00	0.14
57ème	0.37	0.00
58'	0.05	0.00
58-88	0.11	0.00
58 000	0.21	0.00
58 78	0.00	0.07
58	2.71	1.49
58,9	0.05	0.00
58,95	0.05	0.00
58/0	0.11	0.00
580	0.05	0.14
582	0.05	0.00
583	0.05	0.00
5846	0.05	0.00
585000	0.00	0.07
5861-f	0.05	0.00
5861	0.11	0.00
5864	0.05	0.00
587	0.05	0.00
588	0.05	0.00
58d	0.05	0.00
58e	0.05	0.00
58ème	0.27	0.00
59'	0.05	0.00
59-46	0.05	0.00
59	1.81	0.68
59,42	0.00	0.07
59.12.n	0.00	0.07
59.60	0.00	0.07
59°	0.05	0.00
590	0.00	0.07
59000	0.05	0.00
593	0.11	0.00
595	0.05	0.00
5963	0.00	0.14
598	0.00	0.07
5986	0.00	0.07
59e	0.16	0.00
59ème	0.37	0.00
5a	0.16	0.07
5c	0.21	0.00
5d	0.16	0.00
5é	0.11	0.00
5e	4.52	4.19
5éme	0.05	0.00
5eme	0.05	0.14
5ème	6.97	0.00
5h	2.61	0.00
5h00	0.32	0.00
5h01	0.05	0.00
5h05	0.05	0.00
5h11	0.05	0.00
5h30	0.69	0.00
5h40	0.05	0.00
5h44	0.05	0.00
5h45	0.37	0.00
5h47	0.05	0.00
5hd'	0.05	0.00
5heures	0.05	0.00
5jours	0.05	0.00
5km	0.11	0.00
5l5	0.05	0.00
5m	0.05	0.00
5mm	0.05	0.00
5mn	0.27	0.00
5o	0.16	0.00
5th	0.05	0.00
6-	0.16	0.00
6-0-9	0.05	0.00
6-0	0.11	0.00
6-1	0.16	0.00
6-10-1960	0.00	0.07
6-10-4-5	0.05	0.00
6-11	0.05	0.00
6-2-9	0.11	0.00
6-2	0.11	0.00
6-20-4	0.05	0.00
6-22	0.05	0.00
6-3	0.11	0.00
6-4-2	0.05	0.00
6-5-0	0.16	0.00
6-5	0.48	0.00
6-6-1914	0.00	0.07
6-6-8- 1	0.05	0.00
6-6-8-1	0.16	0.00
6-7-2-5	0.11	0.00
6-7	0.21	0.54
6-8	0.11	0.00
6-80	0.11	0.00
6-87-1 60	0.05	0.00
6-9	0.05	0.00
6-c	0.05	0.00
6-e	0.05	0.00
6 0	0.27	0.00
6 000	1.86	0.81
6 001	0.05	0.00
6 1	0.05	0.20
6 12	0.00	0.07
6 250	0.27	0.00
6 319	0.05	0.00
6 328	0.05	0.00
6 400	0.11	0.00
6 500	0.21	0.00
6 666	0.00	0.07
6 7	0.05	0.00
6 810 000	0.00	0.07
6 87	0.05	0.00
6	84.95	24.66
6,000	0.11	0.00
6,2	0.05	0.00
6,3	0.11	0.00
6,35	0.00	0.61
6,4	0.05	0.00
6,5	0.27	0.00
6,5m	0.05	0.00
6,6	0.05	0.00
6,66	0.05	0.00
6,700	0.05	0.00
6,75	0.11	0.00
6,8	0.05	0.00
6,9	0.16	0.00
6...5...4...3...2...1..	0.05	0.00
6.0	0.16	0.00
6.000	0.32	0.00
6.1	0.11	0.00
6.2	0.11	0.00
6.25.e	0.00	0.07
6.3	0.05	0.00
6.35	0.00	0.07
6.35..	0.05	0.00
6.4	0.11	0.00
6.5	0.11	0.00
6.7.47..	0.05	0.00
6.75	0.27	0.00
6.8.64	0.05	0.00
6.9	0.16	0.00
6/3	0.21	0.00
6/8	0.05	0.00
6:45	0.05	0.00
6°	0.16	0.00
60'	0.16	0.00
60-03	0.05	0.00
60-40	0.16	0.00
60-70	0.00	0.07
60 000	1.54	0.27
60	25.96	4.53
60,90	0.05	0.00
60.000	0.37	0.00
60.01	0.05	0.00
60/	0.11	0.00
60/40	0.11	0.00
60°	0.11	0.00
600 000	0.69	0.14
600	6.38	1.49
600.000	0.05	0.00
6000	1.65	0.68
60000	0.16	0.47
600000	0.16	0.27
6003	0.05	0.00
600324	0.05	0.00
601	0.11	0.14
602	0.37	0.07
603	0.16	0.14
6036	0.05	0.00
604	0.11	0.07
6042	0.05	0.00
605-2	0.05	0.00
605-3	0.05	0.00
605	0.11	0.00
605e	0.05	0.00
606	0.05	0.07
607	0.11	0.00
6071	0.05	0.00
6079	0.11	0.00
608	0.00	0.07
6085	0.05	0.00
609	0.05	0.00
60e	0.11	0.00
60ème	0.16	0.00
61 000	0.05	0.00
61	1.81	0.41
61,12	0.05	0.00
61,50	0.05	0.00
61°	0.05	0.00
610	0.11	0.00
6100	0.05	0.00
61000	0.00	0.07
611	0.21	0.00
613	0.16	0.00
614	0.21	0.07
616	0.05	0.00
617 359	0.00	0.07
618	0.05	0.07
619	0.37	0.00
6194408-s	0.11	0.00
6194408	0.05	0.00
6198	0.05	0.00
61a	0.05	0.00
61e	0.05	0.00
61ème	0.16	0.00
61o	0.05	0.00
62'	0.05	0.00
62 000	0.11	0.00
62 780 000	0.05	0.00
62	1.97	0.61
62,000	0.11	0.00
620	0.05	0.07
621 4598	0.11	0.00
621	0.16	0.00
622	0.16	0.00
6223	0.05	0.00
623	0.11	0.00
6231	0.05	0.00
625	0.11	0.00
626	0.21	0.00
627 110	0.05	0.00
62790	0.05	0.00
628	0.11	0.00
6285	0.05	0.00
629	0.05	0.00
62e	0.05	0.07
62ème	0.32	0.00
63	2.71	1.42
63,500	0.16	0.00
63°	0.05	0.00
630	0.16	0.14
633	0.16	0.00
634	0.21	0.00
635	0.05	0.00
635000	0.00	0.07
636	0.27	0.00
637	0.05	0.00
638	0.05	0.00
639	0.16	0.00
6394	0.00	0.07
63e	0.16	0.00
63ème	0.37	0.00
64'	0.05	0.00
64 000	0.05	0.00
64	3.56	0.61
64.000	0.05	0.00
640	0.16	0.00
64000	0.16	0.00
6427	0.05	0.00
643-1399	0.05	0.00
643	0.16	0.00
64389000	0.05	0.00
645	0.05	0.07
6457	0.00	0.07
6458	0.00	0.07
6459	0.00	0.07
646	0.11	0.00
647	0.05	0.00
648 0024	0.05	0.00
649	0.11	0.07
649402	0.05	0.00
64e	0.05	0.00
65-r	0.05	0.00
65 000 000	0.05	0.00
65 000	0.32	0.07
65 1	0.05	0.00
65	4.63	1.62
65%s	0.05	0.00
65.000	0.05	0.00
650 000	0.11	0.00
650	1.38	0.74
6500	0.11	0.07
65000	0.05	0.00
6506	0.00	0.07
654	0.16	0.00
654321	0.16	0.00
655	0.05	0.00
656	0.05	0.00
659.07.16	0.05	0.00
6598	0.00	0.07
65984	0.05	0.00
65985	0.05	0.00
65e	0.11	0.00
65eme	0.05	0.00
65ème	0.16	0.00
66-50	0.05	0.00
66 500	0.05	0.00
66	1.38	0.81
66,50	0.05	0.00
660	0.11	0.07
66000	0.11	0.00
66044	0.05	0.00
662-3799	0.05	0.00
6621	0.05	0.00
663	0.05	0.00
664	0.05	0.00
665ème	0.05	0.00
666	0.43	0.20
6665	0.05	0.00
6666	0.05	0.00
6666e	0.05	0.00
66691 21	0.05	0.00
6675	0.00	0.07
66755	0.05	0.00
669 54 7311	0.05	0.00
67 000	0.05	0.07
67 68 08	0.05	0.00
67	1.49	0.95
67,500,000	0.05	0.00
670	0.05	0.00
6709	0.00	0.20
67119	0.05	0.00
672000	0.05	0.00
674-95-65	0.05	0.00
675	0.05	0.00
676	0.00	0.07
6767	0.05	0.00
677	0.00	0.07
679	0.05	0.00
67e	0.00	0.07
67ème	0.11	0.00
68'	0.05	0.00
68-09	0.00	0.14
68 414	0.00	0.07
68	3.14	3.58
68,3	0.11	0.00
68,5	0.05	0.00
68.71	0.05	0.00
680	0.32	0.00
6800	0.05	0.00
682	0.05	0.00
6822	0.11	0.00
686	0.05	0.00
687	0.05	0.00
6872	0.05	0.00
688	0.05	0.00
68ème	0.05	0.00
69 290	0.05	0.00
69	1.65	0.61
69,4	0.05	0.00
69.90	0.11	0.00
691	0.11	0.00
6912	0.05	0.00
69500	0.16	0.00
696	0.00	0.07
6991	0.11	0.00
69ème	0.21	0.00
6a	0.05	0.00
6b	0.05	0.07
6d	0.05	0.00
6é	0.27	0.00
6e	3.19	3.51
6èmé	0.05	0.00
6eme	0.16	0.00
6ème	5.53	0.00
6h	2.50	0.00
6h00	0.53	0.00
6h02	0.05	0.00
6h04	0.11	0.00
6h1 5	0.05	0.00
6h15	0.05	0.00
6h20	0.05	0.00
6h30	1.49	0.00
6h35	0.05	0.00
6h45	0.05	0.00
6h50	0.27	0.00
6h53	0.05	0.00
6heures	0.05	0.00
6jourd	0.05	0.00
6jours	0.11	0.00
6o	0.05	0.00
6p	0.05	0.00
6yards	0.05	0.00
7-	0.11	0.00
7-0-4-6-0	0.05	0.00
7-1-8-0	0.05	0.00
7-14	0.05	0.00
7-2	0.05	0.00
7-3	0.05	0.00
7-4	0.05	0.00
7-6-5	0.11	0.00
7-6	0.16	0.00
7-62	0.05	0.00
7-7-0-0	0.05	0.00
7-7-0	0.05	0.00
7-8-4-9-9-0-9-8-8-6	0.05	0.00
7-8	0.11	0.00
7-9	0.05	0.00
7-a-c	0.00	0.07
7-a	0.11	0.00
7-r	0.05	0.00
7 0	0.11	0.00
7 00	0.05	0.00
7 000	1.22	0.14
7 1	0.05	0.00
7 2	0.11	0.00
7 20	0.05	0.00
7 3	0.11	0.27
7 300	0.11	0.00
7 4	0.11	0.07
7 400	0.05	0.00
7 486	0.05	0.00
7 5	0.11	0.00
7 500	0.27	0.00
7 600	0.05	0.00
7 62	0.05	0.00
7	67.13	21.49
7,000	0.11	0.00
7,08m	0.11	0.00
7,2	0.16	0.00
7,20	0.05	0.00
7,3	0.05	0.00
7,35	0.05	0.07
7,5	0.74	0.00
7,50	0.43	0.07
7,500	0.05	0.00
7,6	0.00	0.34
7,65	0.27	0.54
7,75	0.00	0.07
7,84	0.05	0.00
7,9,5	0.05	0.00
7,98	0.05	0.00
7. m	0.05	0.00
7..	0.05	0.00
7..."	0.05	0.00
7..62	0.00	0.07
7.000	0.21	0.00
7.2.7	0.05	0.00
7.300	0.05	0.00
7.500	0.27	0.00
7.500..	0.05	0.00
7.62	0.16	0.00
7.7.0.2	0.05	0.00
7.84	0.05	0.00
7/	0.05	0.00
7/14/99	0.11	0.00
7/28	0.05	0.00
7/8	0.05	0.07
70'	0.05	0.00
70-	0.05	0.00
70-30	0.21	0.07
70-30.50-50.60-40	0.05	0.00
70 000	0.96	0.07
70 273	0.05	0.00
70 30	0.05	0.00
70	13.40	3.85
70$?	0.05	0.00
70,000	0.11	0.00
70..	0.05	0.00
70.000	0.21	0.00
70/30	0.05	0.00
70/50	0.05	0.00
700 000	0.21	0.07
700	5.27	0.47
700.000	0.05	0.00
7000	0.74	0.20
70000	0.21	0.20
700000	0.11	0.14
700ème	0.05	0.00
701	0.11	0.00
7013	0.00	0.07
701e	0.16	0.00
702	0.16	0.00
703	0.21	0.00
704	0.11	0.00
705	0.05	0.07
705.608	0.05	0.00
706	0.05	0.00
707	0.16	0.07
7073	0.05	0.00
7087	0.05	0.00
709	0.05	0.00
709394	0.11	0.00
70à	0.05	0.00
70e	0.05	0.07
70ème	0.11	0.00
70h	0.05	0.00
70s	0.11	0.00
71 4	0.05	0.00
71 8	0.05	0.00
71	1.06	1.08
710	0.05	0.00
71000	0.05	0.00
7103	0.59	0.00
711	0.11	0.00
7117	0.05	0.00
712	0.05	0.00
713	0.11	0.00
7132	0.11	0.00
7135550342	0.05	0.00
7138	0.00	0.07
715	0.16	0.00
7152	0.05	0.00
716	0.05	0.00
717	0.05	0.00
718	0.16	0.00
719	0.00	0.07
72'	0.11	0.00
72 000	0.11	0.00
72 5 19	0.05	0.00
72	4.73	0.68
72,5	0.11	0.00
72,8	0.05	0.00
72.500	0.05	0.00
72°	0.05	0.00
720	0.16	0.07
7200	0.05	0.00
7204	0.05	0.00
72163427	0.05	0.00
72242	0.05	0.00
72281444	0.05	0.00
723	0.11	0.20
72391	0.11	0.00
7251	0.05	0.00
727 04 87	0.05	0.00
727 4	0.05	0.00
727	0.05	0.07
728	0.05	0.00
7288	0.00	0.07
729	0.11	0.00
72961	0.05	0.00
72e	0.37	0.07
72ème	0.21	0.00
72h	0.11	0.00
73 000	0.11	0.00
73	1.65	2.57
73,900	0.05	0.00
73/8	0.05	0.00
730	0.11	0.00
73000	0.05	0.00
731 071 1	0.05	0.00
731	0.85	0.00
732	0.05	0.14
7343	0.00	0.07
735	0.11	0.07
735,6	0.00	0.07
7357	0.00	0.14
7366	0.05	0.00
737	0.21	0.20
73e	0.11	0.00
73ème	0.16	0.00
74 200	0.05	0.00
74	1.86	1.08
74,2	0.00	0.07
74,50	0.05	0.00
74,58	0.05	0.00
740 000	0.00	0.07
740	0.11	0.07
74000	0.05	0.00
740000	0.00	0.07
7423	0.16	0.00
74270	0.05	0.00
7432	0.05	0.00
746	0.05	0.00
747	1.28	0.14
7479	0.05	0.00
748	0.11	0.00
74e	0.05	0.00
74ème	0.21	0.00
75 000	1.01	0.14
75 008	0.00	0.07
75	7.77	7.84
75,000	0.05	0.00
75.000	0.05	0.00
75.2978	0.00	0.07
75_	0.11	0.00
750 000	0.85	0.00
750	1.38	0.95
750,000	0.05	0.00
7500	0.11	0.07
75000	0.21	0.14
750000	0.11	0.00
751	0.05	0.00
752 0420	0.11	0.00
752	0.05	0.00
753	0.05	0.00
7543	0.05	0.00
7551	0.05	0.00
759	0.05	0.00
7592	0.05	0.00
75e	0.16	0.00
75ème	0.16	0.00
76	1.70	1.22
76,9	0.05	0.00
760	0.05	0.00
762	0.21	0.00
763	0.00	0.07
763092	0.43	0.00
764	0.05	0.00
7642	0.05	0.00
7646	0.05	0.00
7647	0.05	0.00
765	0.05	0.00
7657380423611	0.05	0.00
766	0.05	0.00
767	0.11	0.54
767092	0.05	0.00
768	0.00	0.07
7680202-s	0.05	0.00
769	0.05	0.00
76ème	0.11	0.00
77'	0.05	0.00
77-105-150-220-320-420-540	0.00	0.07
77-94	0.00	0.07
77 00	0.11	0.00
77	1.91	3.51
770 02	0.05	0.00
770	0.05	0.07
770032	0.05	0.00
7701	0.05	0.00
770378	0.05	0.00
771	0.16	0.00
773	0.05	0.00
7731	0.00	0.07
774	0.05	0.00
7762323	0.05	0.00
777	0.11	0.07
7778	0.05	0.00
777ème	0.11	0.00
779	0.00	0.07
78'	0.05	0.00
78	1.76	1.35
78,21	0.05	0.00
78,50	0.05	0.00
78,7	0.05	0.00
78.0.w	0.00	0.07
78.5	0.05	0.00
78.7	0.05	0.00
7800	0.11	0.00
781 011 2454	0.05	0.00
781 011 2454311	0.05	0.00
781019880	0.05	0.00
7814	0.05	0.00
7818	0.05	0.00
782	0.05	0.00
783 224	0.00	0.07
784	0.05	0.00
784533	0.59	0.00
784574	0.05	0.00
7848	0.00	0.07
785	0.11	0.00
785.921	0.05	0.00
7850	0.00	0.07
7876	0.05	0.00
7893 0 75	0.00	0.07
78ème	0.05	0.00
79'	0.05	0.00
79	1.54	0.74
79%d'	0.05	0.00
79,6	0.05	0.00
7900	0.05	0.00
791	0.00	0.14
793 793	0.05	0.00
79345	0.05	0.00
795-0772	0.05	0.00
795	0.05	0.00
796	0.32	0.07
79é	0.05	0.00
79ème	0.16	0.00
7a	0.05	0.00
7b	0.05	0.00
7cm	0.11	0.00
7é	0.11	0.00
7e	2.93	3.72
7eme	0.05	0.00
7ème	4.57	0.00
7g	0.05	0.00
7h	2.13	0.00
7h00	0.27	0.00
7h05	0.21	0.00
7h1 5	0.05	0.00
7h15	0.11	0.00
7h20	0.11	0.00
7h23	0.11	0.00
7h25	0.05	0.00
7h27	0.05	0.00
7h30	1.12	0.00
7h42	0.05	0.00
7h45	0.05	0.00
7h55	0.05	0.00
7h59	0.11	0.00
7jours	0.05	0.00
7juillet	0.05	0.00
7mn	0.05	0.00
7o	0.05	0.07
7o4162	0.05	0.00
7ooo	0.11	0.00
7r	0.27	0.00
7x	0.00	0.07
8'	0.05	0.00
8- 3	0.05	0.00
8-1-8-5-5-5-0-1-0-3	0.05	0.00
8-125	0.05	0.00
8-16	0.00	0.07
8-2-1	0.05	0.00
8-40	0.05	0.00
8-41	0.05	0.00
8-9	0.00	0.07
8-900	0.05	0.00
8 0	0.05	0.00
8 000	1.86	0.14
8 2 4 0 2	0.05	0.00
8 200	0.05	0.00
8 400	0.16	0.00
8 500	0.05	0.00
8 600	0.05	0.00
8 650	0.05	0.00
8 7	0.05	0.00
8 78	0.05	0.00
8 800	0.05	0.00
8	59.31	20.74
8,20	0.05	0.00
8,5	0.32	0.00
8,50	0.16	0.00
8,500	0.11	0.00
8,6	0.05	0.00
8,60	0.05	0.00
8,600	0.05	0.00
8,900 000	0.05	0.00
8...7...6...5	0.05	0.00
8..840	0.00	0.14
8.000	0.27	0.00
8.095	0.05	0.00
8.25	0.05	0.00
8.30	0.05	0.00
8.36	0.05	0.00
8.50	0.05	0.00
8/1	0.05	0.00
8/20	0.05	0.00
80'	0.32	0.00
80-04	0.05	0.00
80-10	0.11	0.00
80-20	0.05	0.00
80 000	1.86	0.27
80 7	0.05	0.00
80	16.86	3.72
80,000	0.16	0.00
80.000	0.16	0.00
80.000.000	0.05	0.00
80/70e	0.00	0.07
800'	0.05	0.00
800 000	0.59	0.00
800	6.06	0.74
800,000	0.05	0.00
800.000	0.21	0.00
